[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2012,Engineering,Engineering,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Berkeley",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Berkeley",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Davis",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Davis",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Irvine",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Irvine",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Los Angeles",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Los Angeles",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Merced",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Merced",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Riverside",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Riverside",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, San Diego",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, San Diego",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, San Francisco",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, San Francisco",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Santa Barbara",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Santa Barbara",Foreign nationals,Female,-
2012,Engineering,Engineering,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Public,"University of California, Santa Cruz",Foreign nationals,Male,-
2012,Engineering,Engineering,Public,"University of California, Santa Cruz",Foreign nationals,Female,-
2012,Engineering,Engineering,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,California Baptist University,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,California Baptist University,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,California Institute of Technology,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,California Institute of Technology,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,International Technological University,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,International Technological University,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,Keck Graduate Institute,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,Keck Graduate Institute,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,Loyola Marymount University,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,Loyola Marymount University,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,Northwestern Polytechnic University,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,Northwestern Polytechnic University,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,Santa Clara University,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,Santa Clara University,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,Stanford University,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,Stanford University,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,University of Southern California,Foreign nationals,Male,-
2012,Engineering,Engineering,Private,University of Southern California,Foreign nationals,Female,-
2012,Engineering,Engineering,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Engineering,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Engineering,Private,University of the Pacific,Foreign nationals,Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",Foreign nationals,Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",Foreign nationals,Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,Foreign nationals,Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Sonoma State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Sonoma State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Merced",Foreign nationals,Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Merced",Foreign nationals,Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,Foreign nationals,Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,Foreign nationals,Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Keck Graduate Institute,Foreign nationals,Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,Foreign nationals,Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,Foreign nationals,Female,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Male,"1,562"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,407"
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,273"
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,263"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,261"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,254"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,181"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Male,"1,154"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,152"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,151"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,"1,133"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,126"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,113"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,076"
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Male,"1,075"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,"1,000"
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,931
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,904
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Female,900
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,893
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,816
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,792
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,786
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pepperdine University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,756
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,744
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fielding Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,685
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,679
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,669
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,651
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Female,625
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,607
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,599
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Male,570
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,551
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,549
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,544
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,535
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Male,526
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,513
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,512
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,468
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,466
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Male,456
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,448
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,445
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,445
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Male,435
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,433
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,426
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Male,424
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,416
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Male,414
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,407
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,382
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,381
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Female,378
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,374
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,370
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Palo Alto University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,353
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,346
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Male,344
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Male,343
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Male,341
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Male,325
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,317
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,316
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Female,316
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,310
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,303
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,302
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Female,301
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Azusa Pacific University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,297
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,290
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,289
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,288
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,282
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Male,278
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Female,277
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,270
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Integral Studies,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,265
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fielding Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,264
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,260
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, San Bernardino",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,259
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Female,258
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,257
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,251
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,250
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",Foreign nationals,Male,242
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,240
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,239
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,238
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Male,234
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,228
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,223
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, San Bernardino",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,211
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,203
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",Foreign nationals,Male,201
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Female,200
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Female,200
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,193
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,191
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,Foreign nationals,Male,191
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,189
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pepperdine University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,185
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,184
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,Foreign nationals,Male,184
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,183
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,182
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",Foreign nationals,Male,182
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",Foreign nationals,Male,181
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,178
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,174
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,173
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,170
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,166
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,163
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,160
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Male,158
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,155
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Female,153
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,153
